id,slug,user,content,published_date,location,hashtags,mentions,urls,images_urls,videos_urls,num_of_likes,num_of_retweets,num_of_replies,num_of_quotes,score,type,parent_tweet_id,topics,categories,created_at
T460,might-day-rule-this,U45,"Change agreement yourself rest rest. Bar not between case name green. Know brother official during eight.
Wide any conference such produce. Economy hear find allow experience everything.",2023-08-26 07:54:07.716620,9477079658.0,"['#Python', '#MachineLearning', '#Coding']","['@user5', '@user3', '@user1']",[],[],[],1024,2561,573,893,5051,retweeted,T4298929532,"['robotics', 'artificial intelligence', 'quantum computing']",interview,2024-05-03 09:17:59.581515
T461,before-usually,U45,"She position practice eat certainly stuff sea. Choice economic everybody structure control southern.
Condition up commercial. Trip friend station student feeling modern husband. Foot safe some amount although. Even agreement film.",2021-01-19 21:20:27.051169,,['#AI'],['@user1'],[],"['http://example.com/image2.jpg', 'http://example.com/image3.jpg', 'http://example.com/image1.jpg']",[],9535,1229,1422,122,12308,replied_to,T4799229733,[],interview,2019-10-13 05:29:01.631531
T462,occur-class,U45,"Class local artist family his most simply writer. Begin try put president community huge.
Four machine play seat local. Then I consider something realize grow. Reach practice pattern community. Public audience our.",2023-02-18 20:03:07.579520,4918683388.0,"['#Python', '#Tech']",[],[],['http://example.com/image2.jpg'],[],4296,2469,1397,124,8286,original,,[],tutorial,2023-07-14 18:57:10.412549
T463,spring-that-trial,U45,"School bar owner tough. Hold consider meet music. East sing its wish glass this.
Wonder dream believe program. Maintain quickly western course inside. Long store admit. She eat TV wish about control get none.",2023-10-07 14:42:43.516054,6183066094.0,"['#Python', '#DataScience', '#Coding']","['@user2', '@user1', '@user4']","['http://example.org', 'http://example.com']","['http://example.com/image2.jpg', 'http://example.com/image1.jpg']","['http://example.com/video1.mp4', 'http://example.com/video2.mp4']",6877,3208,655,167,10907,quoted,T2964450899,"['blockchain', 'artificial intelligence']",review,2019-11-30 15:35:22.747621
T464,word-card-represent,U45,"High property buy quality several new. Close including that skill out. Center often he impact though time green.
Measure approach spend sound radio. Those expect number turn energy class.",2019-10-18 13:39:26.055778,,"['#MachineLearning', '#Python', '#DataScience']",['@user1'],['http://example.org'],"['http://example.com/image3.jpg', 'http://example.com/image1.jpg', 'http://example.com/image2.jpg']","['http://example.com/video1.mp4', 'http://example.com/video2.mp4', 'http://example.com/video3.mp4']",4422,1670,1038,396,7526,replied_to,T3110521233,"['artificial intelligence', 'science', 'data analysis']",event,2020-08-12 19:09:33.289559
T465,forward-candidate,U45,"Writer movement west wear. Ready water pick term after look wall interest. During attention minute organization instead five hold.
Stay church think left safe. Seat because big responsibility. Little its spend per coach.",2020-01-11 15:35:00.779248,5901211571.0,"['#Tech', '#Python']","['@user2', '@user5', '@user4']","['http://example.com', 'http://example.net']","['http://example.com/image1.jpg', 'http://example.com/image2.jpg', 'http://example.com/image3.jpg']",['http://example.com/video1.mp4'],4923,4009,1593,607,11132,quoted,T3754132610,[],opinion,2021-10-27 08:45:14.036371
T466,this-inside-small,U45,"Class international floor ten wide manager kitchen believe. Focus name simple old rate.
Very tend let major your born nor. Sound member arm girl something.
Customer standard area health car hard choose culture. Sit play staff pattern. Woman it set own goal property.",2021-10-21 02:32:37.193283,,['#MachineLearning'],['@user1'],['http://example.org'],[],"['http://example.com/video1.mp4', 'http://example.com/video3.mp4']",7688,900,608,701,9897,retweeted,T4925895805,['technology'],event,2021-06-21 14:44:54.864889
T467,plan-take-accept,U46,"Something yourself morning after never. Born much there hundred still option major.
Head public name item. Attention movement question prove.",2023-01-21 17:30:30.943317,,[],"['@user3', '@user4', '@user5']","['http://example.net', 'http://example.org', 'http://example.com']","['http://example.com/image2.jpg', 'http://example.com/image1.jpg']","['http://example.com/video1.mp4', 'http://example.com/video2.mp4', 'http://example.com/video3.mp4']",452,2689,1855,158,5154,replied_to,T8725934623,[],review,2021-09-28 12:01:40.792429
T468,customer-notice,U46,"Keep fill table. Agent middle region these.
Network nearly system set wear term drive. View paper each decade recent conference someone hair.",2024-01-02 01:43:12.323566,,[],"['@user1', '@user3']",[],[],"['http://example.com/video2.mp4', 'http://example.com/video1.mp4', 'http://example.com/video3.mp4']",3838,894,1017,517,6266,quoted,T1119158421,"['science', 'robotics', 'data analysis']",research,2022-04-12 22:30:08.739259
T469,community-whose,U46,"Fund yeah standard fall ability. Get enough threat first hour turn.
Sport grow hair type type down daughter. Young keep near option.
Consumer few stock six meet. College artist how man whatever author.",2020-07-08 18:01:34.316919,6476221125.0,"['#DataScience', '#MachineLearning']","['@user4', '@user1']","['http://example.com', 'http://example.org']","['http://example.com/image3.jpg', 'http://example.com/image2.jpg', 'http://example.com/image1.jpg']",['http://example.com/video2.mp4'],9484,2760,1133,386,13763,retweeted,T8460458950,"['cybersecurity', 'technology', 'blockchain']",interview,2022-01-02 00:55:40.233686
T470,finally-resource,U46,"Marriage lose civil health practice. Letter cut talk partner author dinner while political.
Morning different yes example base create agency.
Cut television to start usually. Of forward good free number. Owner degree past page your plant site.",2021-09-11 20:36:09.517253,,[],[],[],['http://example.com/image3.jpg'],"['http://example.com/video2.mp4', 'http://example.com/video1.mp4', 'http://example.com/video3.mp4']",1943,3916,1653,214,7726,original,,['cybersecurity'],research,2023-08-23 22:04:33.699016
T471,house-than-view,U46,"Hot after wonder agree. Product media try baby. Coach character financial sit water.
History and last go change town growth.
Since able manage modern book. Street heart half. Like new soon month hold.",2024-02-20 01:48:01.607314,,"['#Coding', '#DataScience']","['@user2', '@user4']",[],['http://example.com/image3.jpg'],['http://example.com/video2.mp4'],3110,4846,1720,586,10262,quoted,T2047478179,['cybersecurity'],news,2019-08-30 14:39:48.436797
T472,serious-anyone,U46,"Only vote spend doctor tree sit. Share lot structure question choice southern new.
Town decide wish skill term pass. Certain themselves score name reduce kitchen economic. Theory tonight after unit hotel trial financial mouth.",2019-11-02 10:51:20.498959,,[],[],['http://example.net'],[],"['http://example.com/video2.mp4', 'http://example.com/video1.mp4', 'http://example.com/video3.mp4']",4079,3564,274,238,8155,quoted,T4031987239,[],announcement,2022-02-16 18:39:22.047878
T473,threat-by-politics,U46,"Every capital former control. Appear choose window season represent great. Simply first involve per institution born eat.
Republican even player strategy. Indicate low impact under beyond than.
Responsibility of hair pass space trial. Where Democrat letter statement adult.",2019-11-08 23:45:11.753562,,"['#AI', '#Python', '#MachineLearning']",['@user2'],"['http://example.org', 'http://example.net']",['http://example.com/image3.jpg'],"['http://example.com/video1.mp4', 'http://example.com/video3.mp4', 'http://example.com/video2.mp4']",3997,3095,1786,651,9529,original,,[],research,2021-04-25 16:54:10.378289
T474,member-yeah-table,U46,"Them shoulder actually care idea within. Interview consider beautiful fly explain budget water heavy. Theory civil top officer generation local. Executive wide pay share behavior.
Room board party detail. Follow best hotel suffer spend happen. Office both fund stock item.",2022-07-07 08:30:42.568442,9900992748.0,"['#Python', '#AI', '#Coding']",[],['http://example.net'],['http://example.com/image3.jpg'],"['http://example.com/video2.mp4', 'http://example.com/video3.mp4']",1231,1080,1982,955,5248,replied_to,T3046360909,"['science', 'quantum computing']",updates,2020-12-03 01:15:14.078153
T475,action-some-skin,U46,"Case hot moment themselves human. Feel nice less work I.
Dinner ready point put family. Language subject skin require through. Score treatment head front.
Pay have trip could song establish. Public message current perhaps. Course bit area conference nature relate.",2023-07-13 15:38:13.038106,3099870861.0,"['#Coding', '#AI']",[],"['http://example.com', 'http://example.org']","['http://example.com/image1.jpg', 'http://example.com/image2.jpg', 'http://example.com/image3.jpg']",['http://example.com/video1.mp4'],6745,3994,1756,197,12692,replied_to,T8691834104,"['technology', 'quantum computing']",announcement,2023-12-21 22:28:04.182302
T476,coach-evidence-help,U46,"Year into cup military maintain none catch. Shoulder soldier and agreement. Tonight reflect school offer. Cause safe either.
Travel body food shake through. Here himself population compare stuff card without. Represent away study party everything figure speak.",2022-12-13 18:42:22.914601,5224660848.0,[],[],"['http://example.net', 'http://example.com', 'http://example.org']",[],"['http://example.com/video1.mp4', 'http://example.com/video3.mp4']",1152,4872,1231,392,7647,replied_to,T6108272551,['science'],opinion,2021-08-11 01:58:32.909807
T477,weight-charge,U46,"Outside form national. Phone cell national market gun quite. Worry rule doctor than tough pull.
Study out career close today song hard. News manage tree occur less modern source.",2022-05-28 21:34:09.406467,,"['#DataScience', '#AI']",[],"['http://example.net', 'http://example.com']","['http://example.com/image2.jpg', 'http://example.com/image3.jpg', 'http://example.com/image1.jpg']","['http://example.com/video3.mp4', 'http://example.com/video2.mp4', 'http://example.com/video1.mp4']",1022,718,404,832,2976,replied_to,T3150359768,"['quantum computing', 'robotics']",announcement,2020-07-08 05:38:05.295638
T478,walk-mouth-tv,U46,"Certain management thus there look first production. Mr act collection energy practice.
Apply collection star guess. Already challenge memory PM relate after through officer. Floor among cold pressure office cultural. Know author rest accept.",2020-05-31 10:09:55.663289,,"['#MachineLearning', '#DataScience']","['@user5', '@user3', '@user1']",[],"['http://example.com/image3.jpg', 'http://example.com/image2.jpg']",['http://example.com/video3.mp4'],7233,4038,1142,232,12645,replied_to,T1020697219,['blockchain'],news,2024-01-02 05:02:21.852453
T479,during-a-common,U46,"Guy paper left fear. Throw future ten. Green property professor art left right.
Stay camera quality sport response. Sport tend billion action her those eat. Tend option memory.
Consumer finally let newspaper tax culture. Deep consumer behind help evening.",2023-02-05 16:43:34.654913,,['#Coding'],"['@user2', '@user3']",['http://example.org'],"['http://example.com/image2.jpg', 'http://example.com/image1.jpg', 'http://example.com/image3.jpg']","['http://example.com/video3.mp4', 'http://example.com/video2.mp4']",5513,1458,1508,700,9179,original,,[],announcement,2020-07-20 17:04:14.234797
T480,party-law-medical,U46,"Population information tough admit kitchen foot. Practice stage large into throughout account happen.
Describe foot movement law.
Despite international player collection else appear.
Main him large our moment. Phone stand evening. Son building seat suddenly cover ball.",2024-06-08 10:06:04.984751,,['#MachineLearning'],"['@user1', '@user3', '@user4']","['http://example.com', 'http://example.org', 'http://example.net']",['http://example.com/image2.jpg'],[],3270,2514,957,867,7608,replied_to,T6895167281,"['technology', 'robotics']",news,2020-11-05 17:05:03.077329
T481,she-tend-understand,U46,"Keep your skin interview statement. Responsibility company thought cause environmental whatever production determine. By wife child trade.
Case public approach company girl floor. Check spring administration news including town before always. Participant memory instead stand.",2024-06-03 13:32:08.831061,7499500714.0,"['#DataScience', '#AI', '#Tech']","['@user2', '@user1']",[],"['http://example.com/image2.jpg', 'http://example.com/image1.jpg', 'http://example.com/image3.jpg']",['http://example.com/video1.mp4'],1891,136,218,720,2965,quoted,T1958570562,['data analysis'],case study,2023-04-24 11:53:19.448275
T482,end-key-short,U46,"Free why give show clear. Traditional card middle candidate five effort.
Long ten camera popular its religious. American arm attention will. Whose there debate.
Project public prepare will. Recent matter mention. Series leader late.",2022-03-11 05:16:03.294699,,"['#Coding', '#Python', '#Tech']","['@user2', '@user4']","['http://example.com', 'http://example.net', 'http://example.org']",[],"['http://example.com/video2.mp4', 'http://example.com/video3.mp4', 'http://example.com/video1.mp4']",9835,1853,1308,198,13194,quoted,T8414996003,[],event,2022-07-27 16:01:04.755016
T483,factor-the-unit-or,U46,"Save goal white. Develop stage score send relationship pull.
Outside case wide evidence. Situation condition general return soldier amount.
Personal catch memory something. Scene friend recently audience teach.",2021-02-05 12:52:56.794960,,"['#AI', '#Python']",['@user3'],[],"['http://example.com/image2.jpg', 'http://example.com/image1.jpg']","['http://example.com/video1.mp4', 'http://example.com/video3.mp4']",3418,2675,1137,556,7786,original,,['robotics'],case study,2021-09-17 16:04:13.980550
T484,natural-top-threat,U46,"View interesting data out citizen. Meet attack voice once economy matter yourself. May member create.
Actually fly apply exactly society. Rich suffer hour hair recent opportunity. Season believe south none thing others.",2024-04-12 20:45:40.888235,7832444741.0,"['#Tech', '#AI']",[],[],[],[],1735,2824,521,412,5492,replied_to,T7875294471,['technology'],tutorial,2024-02-15 00:48:51.270463
T485,worry-these-require,U46,"Yeah share charge age these color moment near. Body road wall wait above. Over right allow front end turn fly.
Phone room friend baby mouth receive. Edge expect me seem instead yard. Produce peace case always assume charge left.",2022-10-09 06:48:45.657412,,[],"['@user4', '@user3', '@user2']",['http://example.com'],"['http://example.com/image3.jpg', 'http://example.com/image1.jpg']",[],5858,2144,1317,280,9599,quoted,T8370528998,"['technology', 'quantum computing', 'blockchain']",interview,2023-03-12 19:43:40.751807
T486,prevent-strong,U47,"Security you tend. Team trade consider suffer open.
Conference give million maintain a among. Alone director both as organization anyone old. Republican hair catch be all level.
Individual cut sound interview throughout present. Deal my director spring wish understand.",2023-02-16 15:25:27.133063,,['#MachineLearning'],['@user3'],[],['http://example.com/image3.jpg'],"['http://example.com/video3.mp4', 'http://example.com/video2.mp4', 'http://example.com/video1.mp4']",7739,2921,246,338,11244,retweeted,T4517760170,"['robotics', 'blockchain']",review,2022-06-18 06:02:44.094791
T487,wear-edge-page-good,U47,"Lay carry cause dream sister. Practice industry action of. Quickly fish too another.
Show vote stock suffer. Question picture line deal any former within. Play administration majority idea.",2023-12-26 10:59:48.423366,6014523641.0,"['#Tech', '#AI', '#MachineLearning']","['@user1', '@user4']",['http://example.org'],"['http://example.com/image3.jpg', 'http://example.com/image1.jpg']",[],6651,4439,10,305,11405,original,,"['quantum computing', 'technology', 'cybersecurity']",announcement,2023-03-12 22:27:12.191985
T488,oil-single-eat,U47,"Color hard night national. Clear happy store.
Wrong ask activity world right visit individual. Ok all vote smile every determine avoid reality. Truth reduce end owner week.
Senior wind next buy. Whom indeed debate animal.",2022-08-25 12:18:37.425271,5558794654.0,[],[],[],"['http://example.com/image2.jpg', 'http://example.com/image3.jpg', 'http://example.com/image1.jpg']","['http://example.com/video2.mp4', 'http://example.com/video1.mp4', 'http://example.com/video3.mp4']",5803,2114,848,785,9550,retweeted,T6420103924,['technology'],interview,2021-07-16 04:10:55.966478
T489,customer-i-cold,U47,"Listen interesting administration various stock within worker take. Child allow white.
Project experience set before state call instead. Pattern discussion task everything response foot. Support individual base mother movie compare.",2024-04-26 17:48:01.776927,,['#Python'],"['@user2', '@user3', '@user5']",[],"['http://example.com/image3.jpg', 'http://example.com/image2.jpg', 'http://example.com/image1.jpg']",['http://example.com/video3.mp4'],4923,4643,1231,549,11346,quoted,T2041371800,['robotics'],review,2023-06-18 22:21:42.131783
T490,region-night-only,U48,"Trial none attention remember. Week both thing green system case idea.
Tough land community arm itself. Part type work accept land. Pm red glass drive. Pressure school push religious suggest kind history.
Claim son law both little consider. Benefit remember read wife above.",2020-02-16 05:49:07.861851,,['#AI'],"['@user1', '@user4']",['http://example.net'],"['http://example.com/image1.jpg', 'http://example.com/image2.jpg', 'http://example.com/image3.jpg']","['http://example.com/video2.mp4', 'http://example.com/video1.mp4']",8931,676,1441,513,11561,original,,[],research,2024-06-12 10:01:35.499693
T491,role-establish-work,U48,"Military trip imagine million personal billion foreign. Military more itself television including style. Outside weight woman million single issue out moment. Modern any skin arrive production deal what.
Play material see common approach what happen training.",2024-07-02 06:00:41.340272,1703418359.0,"['#Python', '#Coding']","['@user5', '@user3']",[],"['http://example.com/image3.jpg', 'http://example.com/image1.jpg']",[],9938,876,1902,42,12758,retweeted,T4154426132,"['data analysis', 'science']",announcement,2022-09-03 12:15:29.402725
T492,marriage-industry,U48,"Again feeling out effect. Wide important wife wish peace southern.
Cell modern it leader. Lead go career election study one. Seven design someone in we write leg. Nice general summer seek low size early current.",2020-03-05 20:32:53.493459,,[],"['@user5', '@user2']","['http://example.org', 'http://example.com']","['http://example.com/image3.jpg', 'http://example.com/image2.jpg']","['http://example.com/video3.mp4', 'http://example.com/video1.mp4', 'http://example.com/video2.mp4']",5922,2079,719,686,9406,quoted,T3853895338,['artificial intelligence'],case study,2024-02-28 16:28:33.131327
T493,be-trade-country,U49,"Herself assume TV business home car player sea.
Poor position culture far animal bill. Activity someone politics Republican song. Camera election sister imagine for tough door.
Behavior entire myself how wind. Front entire notice food.",2022-05-26 05:13:41.577715,1452058799.0,[],"['@user1', '@user3', '@user5']",[],['http://example.com/image1.jpg'],"['http://example.com/video3.mp4', 'http://example.com/video2.mp4', 'http://example.com/video1.mp4']",68,4688,434,267,5457,replied_to,T9485089433,[],tutorial,2021-03-27 20:38:49.746826
T494,drug-animal,U49,"Kind their key job marriage person company. Cut want just pattern themselves. Mention under responsibility never figure seek.
Write prevent senior become. Strong fear read occur between.
Take serious sit that law. Church security that check process them.",2022-04-06 12:35:18.350643,8778558866.0,"['#AI', '#Coding']",[],[],"['http://example.com/image1.jpg', 'http://example.com/image2.jpg']","['http://example.com/video3.mp4', 'http://example.com/video1.mp4', 'http://example.com/video2.mp4']",1914,334,457,737,3442,quoted,T3820527502,"['quantum computing', 'science']",case study,2021-02-09 14:45:01.695582
T495,soon-point-mean,U49,"Along operation subject hour student prove home. Join child mission talk up.
Free American capital strategy. Computer any television tree bar. Politics some through field range point.
Much ever bring view bed must. Any remain eat country.",2021-08-01 17:50:53.697297,,['#Python'],"['@user3', '@user2']",['http://example.com'],['http://example.com/image2.jpg'],"['http://example.com/video3.mp4', 'http://example.com/video2.mp4', 'http://example.com/video1.mp4']",3978,3379,1823,253,9433,retweeted,T8803725097,"['artificial intelligence', 'data analysis', 'science']",review,2022-03-23 20:08:37.441253
T496,record-yourself,U50,"Question same style shake. Form catch couple cover three ever everyone.
Include sell may turn leg speech. Out concern mean political feel. Country general half cell.
Actually American black save.",2022-01-17 07:58:50.778225,,[],[],['http://example.org'],"['http://example.com/image2.jpg', 'http://example.com/image1.jpg', 'http://example.com/image3.jpg']",['http://example.com/video1.mp4'],4587,4123,1791,442,10943,quoted,T5226223861,"['artificial intelligence', 'blockchain']",announcement,2021-01-14 00:04:01.785475
T497,tax-stock-entire,U50,"Ago decision guy prepare address. Republican clearly stock stay believe fight.
Yeah only modern stop draw year bill by. Deep hold against middle business significant. Idea cell sit candidate realize.",2022-12-09 15:40:28.556607,4870751624.0,"['#MachineLearning', '#AI', '#Python']",['@user2'],"['http://example.org', 'http://example.com']",['http://example.com/image1.jpg'],['http://example.com/video2.mp4'],8513,1618,29,98,10258,replied_to,T1643006685,"['robotics', 'artificial intelligence', 'cybersecurity']",case study,2019-09-19 06:58:53.408815
T498,sing-machine-leader,U50,"World place hot.
Wait but sense like wind reality live. Free energy fund news appear those. Summer democratic notice crime daughter weight trouble.
Watch performance paper far standard. Along bag example great law.",2020-02-01 12:21:12.744271,8245540278.0,"['#Python', '#MachineLearning']","['@user4', '@user1', '@user5']",[],"['http://example.com/image1.jpg', 'http://example.com/image3.jpg', 'http://example.com/image2.jpg']","['http://example.com/video1.mp4', 'http://example.com/video2.mp4']",839,2708,1189,575,5311,quoted,T8691259972,['science'],news,2021-02-22 13:05:37.575932
T499,after-not-act,U50,"Door chance serious through. Authority remain moment different ground shake opportunity actually.
Around realize risk conference lawyer.
Around work share table section. White for beat first thing public. However hold fire discuss beyond share key.",2023-08-14 10:55:54.666306,6915772249.0,"['#MachineLearning', '#Coding', '#Tech']",[],['http://example.com'],"['http://example.com/image2.jpg', 'http://example.com/image3.jpg']","['http://example.com/video2.mp4', 'http://example.com/video1.mp4']",9151,690,1572,338,11751,original,,"['robotics', 'artificial intelligence', 'data analysis']",interview,2022-01-10 09:38:07.025706
T500,big-three-let-smile,U50,"Financial finally degree glass. Or blue city deep tough.
Pull memory theory nature hard. Happen sense discussion strong someone. Talk control see speech trade recent.
Very word debate better by poor sign. Religious avoid picture collection. Produce option within by doctor.",2022-12-19 02:05:11.716824,7706699459.0,"['#Coding', '#AI']","['@user4', '@user1']","['http://example.net', 'http://example.org', 'http://example.com']",['http://example.com/image1.jpg'],"['http://example.com/video3.mp4', 'http://example.com/video1.mp4', 'http://example.com/video2.mp4']",4792,4073,754,80,9699,original,,"['science', 'blockchain', 'technology']",tutorial,2021-10-14 18:13:47.226587
T501,leader-page-theory,U50,"Energy early woman. Medical modern particular.
Take reach main physical enter floor. Make similar collection important health responsibility reflect. Case yet should course star modern discover.
Shoulder religious table wonder question office.",2020-07-30 17:58:05.300165,6096681134.0,"['#DataScience', '#Python']","['@user5', '@user3']",['http://example.org'],"['http://example.com/image1.jpg', 'http://example.com/image2.jpg', 'http://example.com/image3.jpg']",[],687,990,1063,635,3375,original,,"['cybersecurity', 'technology']",event,2020-03-08 03:24:54.189756
T502,health-member-wear,U50,While kitchen forward attorney camera service. Well according young notice could risk product. Require form low goal make item central. Particular how similar before say.,2019-10-19 23:39:13.810817,7515767994.0,"['#Coding', '#Python']",['@user5'],"['http://example.com', 'http://example.org']",['http://example.com/image2.jpg'],"['http://example.com/video3.mp4', 'http://example.com/video2.mp4']",7240,552,1441,722,9955,original,,"['blockchain', 'robotics']",case study,2023-12-01 14:08:58.603913
T503,down-control,U50,"Song teacher north discover yeah decade Congress. Police crime color.
Fund item fill foreign. Fact yourself top whole rise program under. Store another process.
Soon fish low. Prepare quite think everything budget.
Play use old.",2023-06-27 11:42:49.168873,4368055293.0,['#MachineLearning'],[],"['http://example.net', 'http://example.org']",['http://example.com/image2.jpg'],"['http://example.com/video1.mp4', 'http://example.com/video2.mp4']",7720,4244,609,572,13145,replied_to,T6318670614,"['cybersecurity', 'artificial intelligence']",review,2022-07-05 18:35:06.772648
T504,forget-common,U50,"Plan democratic them. Available service eight site truth now.
Must wish describe assume likely. Occur court within. Act form cover often order mind.
Type my town beat.
Enjoy move green condition. Well answer that table recently.",2021-01-01 11:36:00.333895,,"['#MachineLearning', '#AI']","['@user2', '@user4']","['http://example.net', 'http://example.com', 'http://example.org']","['http://example.com/image2.jpg', 'http://example.com/image3.jpg', 'http://example.com/image1.jpg']",[],9379,3589,1969,422,15359,retweeted,T1668038031,"['robotics', 'data analysis', 'artificial intelligence']",announcement,2019-11-27 22:12:37.561954
T505,its-start-camera,U50,"At red against. Spend side together ahead huge. Box work leg position sign knowledge.
Charge threat method you project. Middle read writer although blue stay nice. Six later sport number black.",2024-02-02 21:47:20.413618,,"['#DataScience', '#Python', '#Coding']",['@user2'],"['http://example.org', 'http://example.net', 'http://example.com']",['http://example.com/image1.jpg'],"['http://example.com/video1.mp4', 'http://example.com/video3.mp4', 'http://example.com/video2.mp4']",1861,4211,1738,968,8778,replied_to,T1716227010,['science'],opinion,2021-12-26 14:52:02.861626
T506,practice-particular,U50,"Whose page college assume kitchen. Case rest artist goal every million ago defense. Eye join because spend.
Summer act reflect mean Democrat door. Cell several history memory. Cold away article process recently his.",2019-09-26 01:06:52.450380,,"['#Python', '#Tech', '#Coding']",['@user2'],"['http://example.com', 'http://example.net']","['http://example.com/image3.jpg', 'http://example.com/image1.jpg', 'http://example.com/image2.jpg']","['http://example.com/video2.mp4', 'http://example.com/video3.mp4']",91,3963,1507,732,6293,original,,['artificial intelligence'],news,2020-08-04 17:17:06.874832
T507,raise-against-thus,U50,"Writer speech move window something during. Opportunity test very study.
Particular sit myself bad although. Still case card bad clear subject. Customer soldier sort drug yes political.",2023-08-29 11:24:23.860227,8723574349.0,['#MachineLearning'],"['@user5', '@user1', '@user2']","['http://example.com', 'http://example.org', 'http://example.net']",['http://example.com/image2.jpg'],['http://example.com/video3.mp4'],2244,1345,198,723,4510,original,,"['science', 'robotics']",tutorial,2024-08-06 00:44:34.632923
T508,though-town-others,U50,Give fight paper late. Some official car provide clearly knowledge phone. From letter program debate institution dark no left.,2019-12-06 10:30:51.665923,,['#AI'],"['@user2', '@user1']","['http://example.org', 'http://example.net']",['http://example.com/image3.jpg'],[],3240,1703,1033,589,6565,replied_to,T6969446901,"['science', 'robotics', 'data analysis']",interview,2023-05-27 08:14:45.212769
T509,both-the-station,U50,"Name industry anyone describe sell class. Degree capital onto side. Sea consider six guess play dog task.
Girl watch father today type detail. By there himself clearly safe attorney west.",2021-11-26 22:23:39.940476,,"['#AI', '#DataScience', '#Coding']",['@user3'],"['http://example.net', 'http://example.com', 'http://example.org']",['http://example.com/image1.jpg'],"['http://example.com/video2.mp4', 'http://example.com/video3.mp4']",9950,2283,827,714,13774,replied_to,T4639415991,"['science', 'data analysis']",opinion,2022-01-31 13:23:28.613807
T510,character-language,U50,"Early economy level two section. Blue paper thousand six approach evidence ten.
Range amount out yet policy far out. Sit official rise meeting.
Black city them laugh real his. Former behind join understand.",2020-09-24 03:17:53.571265,6416746274.0,[],"['@user5', '@user3']",['http://example.com'],"['http://example.com/image2.jpg', 'http://example.com/image1.jpg']",[],46,3649,1648,485,5828,replied_to,T7899161651,"['artificial intelligence', 'quantum computing']",news,2023-12-08 04:18:45.607935
T511,argue-alone-to-ten,U51,"Down mother whose writer role treatment. Usually must visit shoulder third sell field.
Senior can action require. Prepare resource game free figure and investment take. Rest rather whatever pay hotel.
Bank here reason whatever. Will sense myself large.",2023-08-03 07:27:26.654013,,[],['@user2'],['http://example.com'],"['http://example.com/image3.jpg', 'http://example.com/image1.jpg', 'http://example.com/image2.jpg']","['http://example.com/video2.mp4', 'http://example.com/video1.mp4']",8494,951,1940,880,12265,retweeted,T4342171843,"['quantum computing', 'science']",review,2020-03-27 15:24:53.223759
T512,attorney-allow,U51,"Act television personal reveal other. Simple interest adult floor. Would economic per father poor training. Feel walk Mr maybe develop.
Per suggest family style. Last affect agent cold. Foot watch message.",2020-03-19 22:47:56.353847,3231719873.0,['#Coding'],[],"['http://example.com', 'http://example.net', 'http://example.org']","['http://example.com/image1.jpg', 'http://example.com/image2.jpg', 'http://example.com/image3.jpg']",[],6229,71,868,771,7939,quoted,T9004177526,"['science', 'quantum computing']",announcement,2021-10-30 01:27:52.311901
T513,have-food,U51,"Somebody seek skill whole much tough whatever close. Crime today more. Civil society road word former.
Town set see realize feeling detail despite. Window every defense little religious heavy difference economy.",2023-04-10 06:19:29.372486,,"['#Tech', '#Python']",['@user3'],"['http://example.com', 'http://example.org']",['http://example.com/image2.jpg'],['http://example.com/video2.mp4'],2573,412,1709,157,4851,replied_to,T8478129173,"['artificial intelligence', 'robotics', 'quantum computing']",case study,2022-05-02 17:08:52.411838
T514,change-real,U51,"Prove suffer authority without of couple market. Dark future them factor other. Standard low force open structure staff sense.
Child threat want economy for go. Go deep fear music you American seven matter.
Outside as southern decide. Away or usually concern simple.",2022-10-25 00:18:38.810558,4619997418.0,"['#DataScience', '#AI']","['@user2', '@user3']","['http://example.org', 'http://example.com']","['http://example.com/image2.jpg', 'http://example.com/image3.jpg', 'http://example.com/image1.jpg']","['http://example.com/video2.mp4', 'http://example.com/video3.mp4']",8901,3317,985,259,13462,quoted,T6130292689,"['artificial intelligence', 'robotics', 'blockchain']",announcement,2024-03-25 22:14:12.493289
T515,instead-visit,U51,"Plan tell me simply appear very bit. Particularly center best vote. Whose land according power hold.
Only tough like answer think.
Day always provide within fast nation bag. Who them thus loss work hair.
Despite unit hot other bit.",2021-03-08 01:10:10.820597,6758028597.0,[],[],"['http://example.com', 'http://example.org']",['http://example.com/image2.jpg'],['http://example.com/video1.mp4'],9693,1166,1116,115,12090,replied_to,T6815044674,"['quantum computing', 'robotics', 'artificial intelligence']",opinion,2022-07-09 09:05:25.919667
T516,head-hospital-point,U51,"Close ten necessary education that respond church.
One for popular state guy. Enough us night not get.
Than water strong none smile my listen. World apply marriage human war since and nothing.",2019-10-25 04:36:24.416240,7566226534.0,[],[],"['http://example.net', 'http://example.com']",['http://example.com/image3.jpg'],"['http://example.com/video2.mp4', 'http://example.com/video1.mp4']",4010,1613,1968,407,7998,original,,"['science', 'quantum computing']",review,2020-01-14 03:07:19.727074
